molecule_name,X,Y,Z
dsgdb9nsd_091097,-1.0287,0.845,-0.0917
dsgdb9nsd_091098,-1.0032,2.0414,0.7762
dsgdb9nsd_091100,-1.6952,1.4795,2.0476
dsgdb9nsd_091101,-0.1318,-0.4035,-0.309
dsgdb9nsd_091103,0.3109,1.5866,-0.5292
dsgdb9nsd_091104,1.8748,1.4233,1.428
dsgdb9nsd_091105,1.7835,1.1032,-0.5522
dsgdb9nsd_091108,-0.7231,1.4022,0.1729
dsgdb9nsd_091109,-0.5249,-0.4426,1.4155
dsgdb9nsd_091111,0.3432,0.6137,1.2019
dsgdb9nsd_091113,-0.0951,0.2642,2.3933
dsgdb9nsd_091116,-0.9674,-0.777,-1.4369
dsgdb9nsd_091118,-0.5621,-1.6969,1.1731
dsgdb9nsd_091120,-0.1203,-1.2161,0.212
dsgdb9nsd_091121,-0.0032,0.0304,-0.0547
dsgdb9nsd_091122,1.0487,0.9434,0.9677
dsgdb9nsd_091125,0.3823,1.2211,0.1044
dsgdb9nsd_091126,1.4163,2.1597,1.1258
dsgdb9nsd_091127,-0.0196,-0.0679,0.1104
dsgdb9nsd_091128,-0.5655,1.5642,0.2167
dsgdb9nsd_091129,-0.8438,-0.0312,1.4978
dsgdb9nsd_091131,0.2973,-0.065,-0.0237
dsgdb9nsd_091133,-0.3858,0.4608,0.1723
dsgdb9nsd_091134,0.6302,-1.3105,1.266
dsgdb9nsd_091137,-2.1669,2.3125,0.1618
dsgdb9nsd_091138,0.5134,-0.8672,0.734
dsgdb9nsd_091140,2.0688,-0.7938,-0.0264
dsgdb9nsd_091144,-0.8529,0.8023,0.5626
dsgdb9nsd_091145,-0.2933,-0.9755,1.0855
dsgdb9nsd_091146,1.267,1.1255,1.2093
dsgdb9nsd_091147,1.8506,-0.3216,1.3032
dsgdb9nsd_091150,0.5023,1.8564,0.2793
dsgdb9nsd_091151,-1.324,-3.3487,0.6468
dsgdb9nsd_091152,0.862,3.0539,1.0151
dsgdb9nsd_091157,1.7581,0.2752,0.591
dsgdb9nsd_091158,0.3056,-0.2836,-0.0678
dsgdb9nsd_091159,2.7534,-1.1898,-0.3459
dsgdb9nsd_091160,2.3329,1.307,0.5932
dsgdb9nsd_091161,1.8159,1.6448,-0.9847
dsgdb9nsd_091162,2.1677,2.2726,0.4389
dsgdb9nsd_091163,2.2318,0.4717,1.6444
dsgdb9nsd_091164,0.3432,-0.8114,1.1008
dsgdb9nsd_091165,-0.0967,-0.1752,0.0718
dsgdb9nsd_091167,-0.3348,0.4251,-1.2677
dsgdb9nsd_091169,-1.2017,-0.0348,1.4087
dsgdb9nsd_091172,-0.0878,-0.9118,-1.1724
dsgdb9nsd_091174,-0.6271,1.3346,0.4094
dsgdb9nsd_091175,1.5341,0.5613,-0.729
dsgdb9nsd_091177,0.1461,1.0589,-1.6271
dsgdb9nsd_091178,-0.9036,0.4373,1.0485
dsgdb9nsd_091179,0.1397,1.1563,-0.4228
dsgdb9nsd_091180,-0.1183,0.095,-0.0454
dsgdb9nsd_091181,0.7403,0.1786,1.1305
dsgdb9nsd_091182,1.4462,1.1405,-0.2408
dsgdb9nsd_091183,-0.6767,1.0726,1.3313
dsgdb9nsd_091184,-0.2599,0.9284,2.3766
dsgdb9nsd_091187,-0.7817,-0.8422,-0.24
dsgdb9nsd_091188,-1.5723,2.2676,-0.2237
dsgdb9nsd_091189,-0.8042,1.339,0.0716
dsgdb9nsd_091192,-0.5477,0.7171,0.4762
dsgdb9nsd_091193,1.0747,-1.1738,1.3731
dsgdb9nsd_091198,-2.3173,0.8096,0.4457
dsgdb9nsd_091201,3.6869,1.7215,2.3258
dsgdb9nsd_091202,3.1979,-0.1738,-1.9628
dsgdb9nsd_091204,1.4119,1.0943,-0.5275
dsgdb9nsd_091206,1.4748,1.6398,0.1662
dsgdb9nsd_091207,2.1471,2.5889,0.8916
dsgdb9nsd_091208,1.2854,2.6921,0.0002
dsgdb9nsd_091211,0.9071,1.2751,0.2457
dsgdb9nsd_091212,2.9214,0.4072,2.8485
dsgdb9nsd_091214,2.0999,1.1397,1.7356
dsgdb9nsd_091215,1.6806,0.7168,0.42
dsgdb9nsd_091216,-0.433,-0.2264,-1.83
dsgdb9nsd_091221,-3.7991,-0.2115,2.6882
dsgdb9nsd_091222,3.1323,1.7333,1.0238
dsgdb9nsd_091224,1.6671,0.1771,1.8929
dsgdb9nsd_091229,1.1443,1.7294,1.9354
dsgdb9nsd_091232,1.4944,2.9175,-0.9675
dsgdb9nsd_091236,2.2917,3.4024,-1.666
dsgdb9nsd_091237,2.5497,1.1616,0.9476
dsgdb9nsd_091238,-1.859,-1.0505,-0.4111
dsgdb9nsd_091239,-1.9922,-2.1882,-1.0421
dsgdb9nsd_091242,3.0013,2.6593,0.2821
dsgdb9nsd_091244,2.4132,0.9751,1.4264
dsgdb9nsd_091245,3.1559,1.2659,0.6909
dsgdb9nsd_091248,3.0687,2.3742,0.1146
dsgdb9nsd_091250,-4.0008,1.4323,-0.3203
dsgdb9nsd_091251,-4.0354,2.0997,-0.7369
dsgdb9nsd_091252,-3.7689,1.2438,-0.2528
dsgdb9nsd_091253,-5.2767,0.373,-0.8459
dsgdb9nsd_091254,-2.8928,-0.2065,-0.9589
dsgdb9nsd_091256,-4.5016,1.7979,-0.2182
dsgdb9nsd_091257,-4.1411,1.0833,0.4149
dsgdb9nsd_091260,-3.7842,1.0345,-1.5736
dsgdb9nsd_091262,2.5579,1.5992,0.9428
dsgdb9nsd_091263,2.0815,1.465,1.4756
dsgdb9nsd_091266,-3.2936,-1.6579,1.0001
dsgdb9nsd_091267,3.4613,1.6048,1.1407
dsgdb9nsd_091270,3.2114,2.7871,0.465
dsgdb9nsd_091271,3.8351,0.2397,2.1802
dsgdb9nsd_091272,4.4937,0.0921,2.0738
dsgdb9nsd_091274,3.1705,3.5792,1.3778
dsgdb9nsd_091277,2.6147,0.3352,2.6098
dsgdb9nsd_091279,3.4252,1.6438,1.8287
dsgdb9nsd_091281,4.097,-0.2354,2.3852
dsgdb9nsd_091283,0.7592,1.9521,1.0732
dsgdb9nsd_091289,1.8869,2.0355,1.0414
dsgdb9nsd_091290,1.5518,3.2031,0.7496
dsgdb9nsd_091292,2.7175,0.5066,2.2028
dsgdb9nsd_091294,1.0613,0.6139,-0.0261
dsgdb9nsd_091296,-3.6275,-1.7513,0.9038
dsgdb9nsd_091298,-3.5848,-2.37,1.465
dsgdb9nsd_091301,-2.3234,-0.7914,0.8041
dsgdb9nsd_091302,0.5965,-0.4832,1.2328
dsgdb9nsd_091303,-2.2918,-2.0395,1.9492
dsgdb9nsd_091305,-3.2565,-3.2193,2.7398
dsgdb9nsd_091307,-4.0037,-1.7299,2.5831
dsgdb9nsd_091308,-0.1312,-1.9392,-0.1328
dsgdb9nsd_091309,-2.9585,-3.1194,0.964
dsgdb9nsd_091310,-3.8843,-3.851,0.8791
dsgdb9nsd_091311,-0.0765,-0.3738,0.7579
dsgdb9nsd_091316,-1.2219,0.8384,0.1512
dsgdb9nsd_091318,-1.1449,-0.563,1.1413
dsgdb9nsd_091320,0.0286,-0.0139,-0.125
dsgdb9nsd_091321,1.1848,-0.6799,-0.1476
dsgdb9nsd_091324,2.4168,0.1801,0.5228
dsgdb9nsd_091325,-0.9715,-0.5834,-1.5709
dsgdb9nsd_091329,0.1655,-1.1112,0.5242
dsgdb9nsd_091332,0.0707,1.0964,-0.2987
dsgdb9nsd_091333,-1.1225,-0.1832,0.722
dsgdb9nsd_091334,-0.0239,-0.3064,-0.3063
dsgdb9nsd_091336,-1.0734,0.8701,0.0439
dsgdb9nsd_091337,-1.8372,0.7788,-0.1021
dsgdb9nsd_091339,1.2586,1.8469,-0.7618
dsgdb9nsd_091340,-0.2477,0.1082,-0.0389
dsgdb9nsd_091344,-0.0518,1.9459,-0.3122
dsgdb9nsd_091345,-3.106,-0.2296,0.2011
dsgdb9nsd_091346,2.6239,-1.4151,-0.3552
dsgdb9nsd_091351,-1.1992,-0.1422,1.267
dsgdb9nsd_091352,-1.7297,1.5145,1.0054
dsgdb9nsd_091353,0.1743,-0.3984,-0.5117
dsgdb9nsd_091354,0.9021,-0.0292,-0.0184
dsgdb9nsd_091355,-1.6617,-1.141,0.8628
dsgdb9nsd_091356,2.3715,1.0582,-0.3939
dsgdb9nsd_091360,0.4894,1.0981,-1.2112
dsgdb9nsd_091362,-1.5596,0.9184,0.1618
dsgdb9nsd_091364,0.6654,2.1258,-0.1894
dsgdb9nsd_091365,0.4279,0.9864,2.096
dsgdb9nsd_091367,0.9257,2.7731,-1.4475
dsgdb9nsd_091369,0.9947,1.0237,-0.1654
dsgdb9nsd_091370,-2.0129,0.4618,0.4763
dsgdb9nsd_091372,-0.7944,1.9476,1.284
dsgdb9nsd_091373,0.802,-1.037,-0.6995
dsgdb9nsd_091374,1.7237,-0.0839,-0.2164
dsgdb9nsd_091375,0.746,-1.3793,-1.9355
dsgdb9nsd_091376,-2.6814,1.3097,0.1455
dsgdb9nsd_091377,-0.0569,-1.2423,-0.116
dsgdb9nsd_091379,-0.0107,0.0455,0.2041
dsgdb9nsd_091380,-0.2557,1.2314,0.0031
dsgdb9nsd_091383,0.7986,1.5009,0.4852
dsgdb9nsd_091385,0.6346,0.3214,0.5501
dsgdb9nsd_091386,-0.7463,-0.9004,1.2281
dsgdb9nsd_091387,-0.9282,0.4966,0.8836
dsgdb9nsd_091388,1.001,1.0679,0.9155
dsgdb9nsd_091389,-0.4032,-1.5886,1.9008
dsgdb9nsd_091390,-2.6382,1.7433,-0.5938
dsgdb9nsd_091392,-1.4555,2.0849,0.69
dsgdb9nsd_091393,-1.5477,0,0.7686
dsgdb9nsd_091394,-2.0934,-0,-0.4734
dsgdb9nsd_091395,-0.8235,1.4624,0
dsgdb9nsd_091396,-0.233,-1.0982,-0
dsgdb9nsd_091398,1.0806,-0.0005,1.8282
dsgdb9nsd_091399,-0.3073,-0,1.043
dsgdb9nsd_091401,0.0887,0,-0.082
dsgdb9nsd_091402,0.6073,1.1209,-0.3951
dsgdb9nsd_091403,-0.5223,0,1.4835
dsgdb9nsd_091404,-0.0754,1.2053,1.807
dsgdb9nsd_091405,1.3951,0,-0.6333
dsgdb9nsd_091406,0.5306,0.9852,-0.7054
dsgdb9nsd_091407,-0.1493,1.0059,2.1105
dsgdb9nsd_091408,-1.8986,-2.2518,-0.3504
dsgdb9nsd_091411,-2.1422,-0.9255,-0.0093
dsgdb9nsd_091412,1.8982,-3.1739,0.0007
dsgdb9nsd_091413,1.1197,-3.3686,1.5793
dsgdb9nsd_091416,-0.7861,-1.089,0.2692
dsgdb9nsd_091417,0.4647,1.7156,0.3338
dsgdb9nsd_091418,0.0005,-0.0373,0.1362
dsgdb9nsd_091420,-0.3325,-0.8092,1.4319
dsgdb9nsd_091421,0.9341,-1.9247,1.2226
dsgdb9nsd_091422,0.2118,1.2679,0.2505
dsgdb9nsd_091423,1.4729,0.0571,0.2534
dsgdb9nsd_091425,2.1499,1.5943,0.4294
dsgdb9nsd_091426,1.5967,-3.072,1.4279
dsgdb9nsd_091427,0.0837,-0.2971,0.1291
dsgdb9nsd_091429,0.6436,0.7096,0.5298
dsgdb9nsd_091430,0.5588,0.7181,0.9502
dsgdb9nsd_091431,-0.2437,0.9451,2.5139
dsgdb9nsd_091433,2.6401,-0.7914,1.4765
dsgdb9nsd_091436,-0.2725,-2.1278,0.5447
dsgdb9nsd_091437,-2.7178,-0.1754,2.2768
dsgdb9nsd_091442,-1.6545,-1.0911,2.1941
dsgdb9nsd_091445,-0.4409,-0.4628,1.3156
dsgdb9nsd_091447,2.5926,-0.4373,1.1618
dsgdb9nsd_091449,1.7976,-0.1134,0.5398
dsgdb9nsd_091450,2.4165,-0.5092,-0.4687
dsgdb9nsd_091451,2.0001,1.1005,1.6101
dsgdb9nsd_091452,0.7771,0.4275,1.605
dsgdb9nsd_091453,2.441,-0.6968,1.9347
dsgdb9nsd_091454,3.7358,-2.3065,0.0031
dsgdb9nsd_091456,1.4972,0.1043,-0.6222
dsgdb9nsd_091458,-1.1528,0.0417,0.2932
dsgdb9nsd_091459,-0.0691,-0.392,-1.4345
dsgdb9nsd_091462,0.0683,1.2067,-1.175
dsgdb9nsd_091463,0.1503,-2.3971,-1.0858
dsgdb9nsd_091465,4.2404,-0.0545,0.0536
dsgdb9nsd_091467,0.5742,-0.0172,-1.6428
dsgdb9nsd_091468,4.2677,-0.0852,-1.6803
dsgdb9nsd_091469,2.9429,0.8165,-0.2811
dsgdb9nsd_091472,-4.2361,-0.1919,0.8343
dsgdb9nsd_091475,2.8192,1.305,-1.1816
dsgdb9nsd_091476,1.6067,0.0913,-0.8856
dsgdb9nsd_091477,5.0825,-0.007,-0.8529
dsgdb9nsd_091478,4.1924,-2.7386,-0.2008
dsgdb9nsd_091479,0.83,-1.5461,-1.0356
dsgdb9nsd_091480,4.624,-1.7337,-1.0381
dsgdb9nsd_091481,-1.7209,0.1435,-0.8564
dsgdb9nsd_091482,1.9251,0.2492,-0.9398
dsgdb9nsd_091483,2.7118,0.344,0.7554
dsgdb9nsd_091485,1.0437,-0.4904,-1.0963
dsgdb9nsd_091486,2.9508,-0.8385,1.3028
dsgdb9nsd_091487,-3.1285,-1.6228,2.1188
dsgdb9nsd_091488,2.5605,1.6802,-0.6338
dsgdb9nsd_091489,0.1076,-0.0519,-0.0187
dsgdb9nsd_091490,-1.086,0.4369,1.3372
dsgdb9nsd_091491,-0.5862,1.42,-0.8798
dsgdb9nsd_091492,0.8471,0.4929,1.5724
dsgdb9nsd_091496,-0.1741,-0.0699,2.3236
dsgdb9nsd_091497,0.4084,0.8024,0.0291
dsgdb9nsd_091499,-0.0671,0.1929,-1.2381
dsgdb9nsd_091500,-1.2745,0.4679,0.1087
dsgdb9nsd_091501,0.4246,0.9468,-0.7621
dsgdb9nsd_091502,0.6567,1.8303,1.3625
dsgdb9nsd_091503,-1.6602,1.0797,1.0572
dsgdb9nsd_091504,2.0006,1.4438,-0.0982
dsgdb9nsd_091506,0.6535,-0.6973,-0.5347
dsgdb9nsd_091511,2.2779,1.5897,-0.7532
dsgdb9nsd_091512,2.1628,2.6454,-0.3737
dsgdb9nsd_091513,-1.0814,1.5415,2.0189
dsgdb9nsd_091514,0.9102,2.6462,-1.9576
dsgdb9nsd_091515,0.8741,-1.834,-0.444
dsgdb9nsd_091516,0.3559,-2.162,0.4821
dsgdb9nsd_091517,1.2562,-1.4715,1.2375
dsgdb9nsd_091518,0.9839,-2.0785,-0.2177
dsgdb9nsd_091519,12.5414,-3.3302,-1.4293
dsgdb9nsd_091520,0.9617,1.9109,0.0156
dsgdb9nsd_091521,0.8234,3.088,0.3794
dsgdb9nsd_091522,-2.568,1.0671,0.2291
dsgdb9nsd_091523,2.6311,1.6626,-1.1117
dsgdb9nsd_091525,-2.645,2.6444,-0.6249
dsgdb9nsd_091526,0.266,-1.7535,-0.4117
dsgdb9nsd_091527,-0.156,1.2641,-1.3023
dsgdb9nsd_091528,-1.4286,1.7787,-0.81
dsgdb9nsd_091534,0.5393,0.0716,1.3974
dsgdb9nsd_091535,-0.3822,-0.1558,0.7553
dsgdb9nsd_091539,1.3394,-1.2788,-1.2433
dsgdb9nsd_091540,-0.1753,0.4267,0.1875
dsgdb9nsd_091541,1.2098,0.3534,1.0477
dsgdb9nsd_091542,1.8997,1.7244,-0.7591
dsgdb9nsd_091543,-1.7088,0.5667,0.0938
dsgdb9nsd_091544,-0.842,-0.0654,2.2882
dsgdb9nsd_091547,1.7846,-1.079,-0.3922
dsgdb9nsd_091548,0.9378,0.1683,0.288
dsgdb9nsd_091549,0.4643,0.1205,-0.0941
dsgdb9nsd_091551,-0.0204,-2.9573,0.06
dsgdb9nsd_091553,-0.567,-1.3434,-1.2037
dsgdb9nsd_091556,0.5907,1.6185,-0.5164
dsgdb9nsd_091559,0.4575,-0.3049,-0.329
dsgdb9nsd_091560,3.2085,-1.9076,-1.3075
dsgdb9nsd_091562,2.6531,-2.7913,-2.3452
dsgdb9nsd_091563,0.5704,-0.2097,-1.8767
dsgdb9nsd_091564,3.2728,-1.9158,-2.7687
dsgdb9nsd_091566,-1.1766,-0.5534,-0.0503
dsgdb9nsd_091567,1.4971,-2.1442,-1.1084
dsgdb9nsd_091568,3.4278,-1.983,-0.6607
dsgdb9nsd_091569,1.373,-0.0717,-1.2034
dsgdb9nsd_091570,1.9971,-2.7326,-1.6423
dsgdb9nsd_091572,2.692,-4.2356,-1.7464
dsgdb9nsd_091573,0.7556,-1.6337,-1.2347
dsgdb9nsd_091574,-1.9851,-2.1309,-0.6075
dsgdb9nsd_091575,-1.4032,0.5012,-0.0927
dsgdb9nsd_091576,1.4136,-1.0109,-0.9822
dsgdb9nsd_091577,2.168,-1.417,0.341
dsgdb9nsd_091581,1.6135,-2.1176,-0.6223
dsgdb9nsd_091583,-2.5014,-0.1435,-1.0613
dsgdb9nsd_091584,0.555,-1.735,0.7131
dsgdb9nsd_091585,-0.0325,-1.0808,-2.796
dsgdb9nsd_091586,0.4719,0.6512,2.6825
dsgdb9nsd_091587,1.928,0.027,1.6953
dsgdb9nsd_091588,3.5562,0.3068,-1.7742
dsgdb9nsd_091589,0.2426,-4.2696,-1.5797
dsgdb9nsd_091590,2.9865,1.2765,1.0375
dsgdb9nsd_091594,2.2984,0.5221,0.0694
dsgdb9nsd_091595,-1.2494,-2.0316,-1.0506
dsgdb9nsd_091596,-1.6251,-2.6486,0.1409
dsgdb9nsd_091599,-1.9028,-3.6908,1.3496
dsgdb9nsd_091605,-0.2797,-2.0058,0.8949
dsgdb9nsd_091606,-1.7514,-2.502,2.2833
dsgdb9nsd_091607,-1.2331,-2.2752,-0.3105
dsgdb9nsd_091612,-2.4254,-2.0196,0.1646
dsgdb9nsd_091613,-3.5948,-2.2273,-0.0966
dsgdb9nsd_091614,-4.3131,-2.5137,-0.7508
dsgdb9nsd_091615,-2.8703,-2.6323,1.1321
dsgdb9nsd_091618,-3.3614,-0.9573,0.3792
dsgdb9nsd_091619,-0.2119,-1.3117,-0.3829
dsgdb9nsd_091621,0.0511,0.2082,0.1118
dsgdb9nsd_091624,1.8287,1.1431,-0.0622
dsgdb9nsd_091625,0.1608,0.0478,-0.0161
dsgdb9nsd_091626,1.8391,0.592,-0.3655
dsgdb9nsd_091627,0.744,-0.7012,-1.1646
dsgdb9nsd_091630,-0.6981,-0.6087,1.0285
dsgdb9nsd_091631,0.0244,-1.4696,0.1951
dsgdb9nsd_091632,1.0751,-0.2742,0.665
dsgdb9nsd_091634,0.0276,1.7806,-0.0111
dsgdb9nsd_091635,0.7595,-2.5208,-0.952
dsgdb9nsd_091636,1.8776,-1.383,-0.4143
dsgdb9nsd_091638,-1.1566,0.8173,0.7437
dsgdb9nsd_091640,2.3396,1.6288,-0.655
dsgdb9nsd_091641,-2.2071,1.6644,0.2521
dsgdb9nsd_091642,1.3704,0.3022,-1.3229
dsgdb9nsd_091643,2.0514,-0.3281,-2.4366
dsgdb9nsd_091644,3.1283,0.7843,-1.7497
dsgdb9nsd_091645,-1.1869,0.6385,1.0515
dsgdb9nsd_091647,-1.4119,1.2481,2.2805
dsgdb9nsd_091649,-0.0329,-0.0155,-0.0227
dsgdb9nsd_091650,1.4086,0.2872,0.4157
dsgdb9nsd_091651,0.4117,1.4959,0.5162
dsgdb9nsd_091652,-1.0429,1.2407,0.8535
dsgdb9nsd_091654,0.1963,1.1963,-0.9745
dsgdb9nsd_091657,0.0096,1.4926,0.7416
dsgdb9nsd_091659,-0.2138,0.1152,-0.049
dsgdb9nsd_091660,0.8565,-0.0868,-1.2656
dsgdb9nsd_091661,1.2061,1.0632,-0.5171
dsgdb9nsd_091663,1.4533,0.8537,0.4974
dsgdb9nsd_091664,1.8799,2.265,0.9019
dsgdb9nsd_091665,1.621,2.4223,-0.3968
dsgdb9nsd_091666,0.8046,0.9254,1.3347
dsgdb9nsd_091667,-0.6322,0.441,1.9684
dsgdb9nsd_091668,-1.8567,-0.8024,0.3321
dsgdb9nsd_091670,4.28,0.9484,-0.1474
dsgdb9nsd_091672,5.5355,0.7098,-0.6253
dsgdb9nsd_091673,1.2407,-0.8711,-1.101
dsgdb9nsd_091674,4.7775,-0.2618,-1.4165
dsgdb9nsd_091675,4.7736,-0.0192,0.9001
dsgdb9nsd_091676,-0.1183,-0.3182,1.1435
dsgdb9nsd_091677,3.3943,0.2417,0.8947
dsgdb9nsd_091679,1.5588,1.2209,-0.2555
dsgdb9nsd_091680,5.0397,1.7617,-0.4447
dsgdb9nsd_091682,2.022,-0.0139,-1.225
dsgdb9nsd_091683,5.577,0.4208,-1.4727
dsgdb9nsd_091686,-2.6365,1.6739,-0.5622
dsgdb9nsd_091692,-3.5107,2.3316,0.0354
dsgdb9nsd_091693,3.964,0.2732,0.2076
dsgdb9nsd_091694,-3.8116,-0.8602,-0.7013
dsgdb9nsd_091696,-0.6838,1.2941,-0.7367
dsgdb9nsd_091697,2.1113,-0.5152,-0.5512
dsgdb9nsd_091699,0.1803,-1.5525,0.6956
dsgdb9nsd_091701,-0.3643,-1.4089,1.0063
dsgdb9nsd_091702,0.0416,-0.2421,0.0108
dsgdb9nsd_091705,0.4615,0.5101,1.0835
dsgdb9nsd_091706,-0.0168,-1.2427,1.1075
dsgdb9nsd_091708,1.7815,-0.1005,0.0848
dsgdb9nsd_091709,0.5617,3.3359,0.0386
dsgdb9nsd_091710,-0.7192,-1.0208,-1.4938
dsgdb9nsd_091713,-2.5488,1.7451,-0.6436
dsgdb9nsd_091714,-2.9448,3.2186,0.2182
dsgdb9nsd_091717,-2.7208,0.0976,0.0791
dsgdb9nsd_091719,-2.5502,2.5621,-1.2076
dsgdb9nsd_091720,-3.0226,4.0483,-0.2847
dsgdb9nsd_091722,2.9371,1.9509,2.4336
dsgdb9nsd_091723,2.0221,1.7879,2.0214
dsgdb9nsd_091726,2.8337,2.1574,-0.1032
dsgdb9nsd_091729,-1.4773,3.4601,-0.1982
dsgdb9nsd_091730,3.6996,1.8735,-0.608
dsgdb9nsd_091731,3.1748,0.7499,-0.4897
dsgdb9nsd_091732,-0.9673,0.3691,-0.2205
dsgdb9nsd_091733,-1.6248,1.8988,0.3619
dsgdb9nsd_091735,0.7256,-1.0679,-0.1061
dsgdb9nsd_091737,0.5805,-0.598,-1.1689
dsgdb9nsd_091739,0.4756,0.7097,-1.2861
dsgdb9nsd_091740,0.1423,-1.5731,1.4073
dsgdb9nsd_091741,-0.5077,0.898,0.5727
dsgdb9nsd_091742,-0.6407,0.9915,-0.7905
dsgdb9nsd_091744,2.3167,0.9234,-0.3612
dsgdb9nsd_091745,-0.1825,-0.0443,0.1842
dsgdb9nsd_091746,1.4061,0.7835,1.4743
dsgdb9nsd_091748,0.5139,1.0445,1.1116
dsgdb9nsd_091752,-0.7167,0.2006,-1.0753
dsgdb9nsd_091753,-0.0292,-0.045,0.0473
dsgdb9nsd_091754,-1.2847,0.0278,0.652
dsgdb9nsd_091755,0.1202,-0.9066,0.9041
dsgdb9nsd_091756,0.1687,-1.1754,-0.6325
dsgdb9nsd_091757,-1.2083,-1.426,0.0338
dsgdb9nsd_091761,-2.0012,0.7848,-0.5877
dsgdb9nsd_091762,0.3246,0.5595,1.2394
dsgdb9nsd_091764,0.514,-0.2595,1.9072
dsgdb9nsd_091765,0.5092,-0.5138,0.421
dsgdb9nsd_091767,-0.3562,0.6702,0.8164
dsgdb9nsd_091768,-0.2888,-1.2429,-0.3704
dsgdb9nsd_091769,-1.5071,-1.169,0.2269
dsgdb9nsd_091770,1.9646,-0.9222,0.8081
dsgdb9nsd_091771,-0.1417,-2.3788,-1.1251
dsgdb9nsd_091772,-1.4778,-2.6081,-0.3751
dsgdb9nsd_091775,1.211,-0.4995,-0.2607
dsgdb9nsd_091776,-2.3634,-0.3874,-0.8892
dsgdb9nsd_091778,-0.3021,-0.6241,0.1201
dsgdb9nsd_091779,2.444,-3.7253,-1.1527
dsgdb9nsd_091781,-0.0326,-2.812,-0.2048
dsgdb9nsd_091782,1.6637,-2.0567,-0.0299
dsgdb9nsd_091784,0.1273,-2.2784,-1.5569
dsgdb9nsd_091785,0.7719,-1.7174,0.3278
dsgdb9nsd_091788,0.7379,-0.9578,0.5114
dsgdb9nsd_091790,1.5475,-3.0094,-0.0139
dsgdb9nsd_091791,-0.7346,-3.335,-1.7372
dsgdb9nsd_091793,1.2604,-0.7932,-0.3804
dsgdb9nsd_091794,0.8031,1.111,-1.8784
dsgdb9nsd_091795,0.4771,0.9612,0.1594
dsgdb9nsd_091796,2.1186,-2.523,-0.6251
dsgdb9nsd_091797,0.851,-2.0971,-1.5841
dsgdb9nsd_091798,0.485,-0.9024,-0.9546
dsgdb9nsd_091799,1.1085,-0.3355,0.0823
dsgdb9nsd_091801,-1.8314,-0.555,-1.9885
dsgdb9nsd_091802,1.2884,0.2942,-0.6196
dsgdb9nsd_091804,-0.8543,-0.0377,-1.1395
dsgdb9nsd_091806,-1.96,0.7029,-1.7459
dsgdb9nsd_091810,-1.6836,-1.2181,-0.6163
dsgdb9nsd_091811,-0.5776,1.3205,0.0921
dsgdb9nsd_091812,-1.3363,-0.1239,-0.2669
dsgdb9nsd_091816,0.6084,1.0108,-0.7254
dsgdb9nsd_091817,0.0585,1.7993,0.2204
dsgdb9nsd_091818,-1.8444,-0.1307,0.5032
dsgdb9nsd_091819,0.3132,1.7586,2.3106
dsgdb9nsd_091820,0.0118,-0.1426,-0.2573
dsgdb9nsd_091823,0.8915,0.6485,-1.6814
dsgdb9nsd_091827,0.0631,-0.7237,0.4036
dsgdb9nsd_091828,3.659,0.1567,1.1206
dsgdb9nsd_091830,-3.9541,1.9014,0.7552
dsgdb9nsd_091831,-4.7148,1.5806,1.1033
dsgdb9nsd_091833,-3.8758,2.9455,-0.3307
dsgdb9nsd_091835,-3.1451,1.3976,-0.4026
dsgdb9nsd_091836,-0.3547,-0.1045,-1.8408
dsgdb9nsd_091837,-4.0195,0.5373,-1.7061
dsgdb9nsd_091840,0.2916,0.2671,-0.5201
dsgdb9nsd_091842,-4.0879,1.4485,0.9443
dsgdb9nsd_091843,-2.7215,1.6083,0.1278
dsgdb9nsd_091844,0.0553,0.1547,-1.0486
dsgdb9nsd_091845,-3.6163,0.853,-0.8791
dsgdb9nsd_091846,-1.4813,0.782,-1.1881
dsgdb9nsd_091847,-4.9883,1.4103,-0.8596
dsgdb9nsd_091848,2.2093,1.3202,-1.1124
dsgdb9nsd_091852,1.8786,-0.5276,0.4807
dsgdb9nsd_091853,5.4873,0.11,0.1904
dsgdb9nsd_091855,-2.9919,-0.1171,0.3971
dsgdb9nsd_091856,-3.0349,0.9724,-0.5308
dsgdb9nsd_091859,-2.8688,0.7431,0.8408
dsgdb9nsd_091860,-2.1713,-0.1844,-0.0964
dsgdb9nsd_091861,-1.607,-0.8841,-0.9468
dsgdb9nsd_091862,-1.9086,1.0558,-1.4167
dsgdb9nsd_091864,-0.1603,0.0692,-2.1627
dsgdb9nsd_091865,0.5399,1.879,1.4108
dsgdb9nsd_091867,-1.2737,-1.6897,0.0054
dsgdb9nsd_091869,1.6208,-2.8901,0.3996
dsgdb9nsd_091873,3.407,-3.2974,0.4647
dsgdb9nsd_091874,2.0971,-4.7554,0.2097
dsgdb9nsd_091876,1.0989,-3.0571,-0.5458
dsgdb9nsd_091877,2.5385,-2.894,-1.7269
dsgdb9nsd_091878,1.3324,-4.2946,-2.0846
dsgdb9nsd_091879,3.1683,-1.386,-1.8422
dsgdb9nsd_091880,2.455,-1.824,-0.8608
dsgdb9nsd_091881,3.9915,-1.702,-1.8286
dsgdb9nsd_091882,2.9345,-3.2185,-2.1791
dsgdb9nsd_091883,2.428,-1.3164,0.4442
